# Of Incr,Address,Adj Est.Amt#1,Adj Est.Amt#2,Adj Est.Date#1,Adj Est.Date#2,Application #,Approval Ext. Date,Approved Date,Auto Fire Detection,City,Client's Notes,Climate Zone,Closed Date,Complete Submittal Received Date,Construction Change Document Amt,Contracted Amt,EPR Approved Date,Energy Efficiency,Energy Notes,Estimated Amt,File #,HPI,HPI Hours,HPI Points,Included In Plan,OPSC #,Office ID,PTN #,Project Class,Project Name,Project Scope,Project Type,Project's Sq.footage,Received Date,Required,Required review services,SB 575,Special Type,Special review type,Sprinkler System,Zip,adjamt1,adjamt2,adjdate1,adjdate2,app,app_id,appextdate,client_id,comprecvdate,county_id,district_code,district_name,dsa_app_id,enotes,finalprojectcost,mode,new,notes,origin_id,project_name,ptn,sq,table_0_address,table_0_project_name,table_0_project_scope,url
0,10439 Coloma Rd.,,,,,122732,,9/25/2024,,Rancho Cordova,"payment of $11,112.50 received 7/24/2024 MC",0,,,$0.00,$0.00,,,,"$750,000.00",34-19,,,,,,02,67330-286,Class 4 & RBIP,Mills Middle School (folsom Cordova Usd),Construction of 1-Classroom Building (Mod),School (K-12),,7/31/2024,,,,NA,,,95670,$0.00,$0.00,,,,122732,,34-19,,34,34-19,Folsom Cordova Unified School District,02  122732,,$0.00,0,0,"payment of $11,112.50 received 7/24/2024 MC",02,Mills Middle School (folsom Cordova Usd),67330-286,0,10439 Coloma Rd.,Mills Middle School (folsom Cordova Usd),Construction of 1-Classroom Building (Mod),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122732
0,10439 Coloma Road,,,,,110461,,4/29/2009,,Rancho Cordova,"Invoice #4358 for $2,529.74 paid 8/18/09 (KU); Invoice #4687 for $2,646.25 paid 6/14/10 (KU0",0,7/2/2010,,"$352,601.00","$1,695,683.00",,,,"$1,178,136.00",34-19,,,,,,02,67330-118,Class 2,Mills Middle School (folsom Cordova Usd),Construction of 1-Bleachers (indoor) Alteration to 1-Gymnasium Building,School (K-12),,12/17/2008,,,,NA,,,95670,"$1,178,136.00",,12/30/2008,,,110461,,34-19,,34,34-19,Folsom Cordova Unified School District,02  110461,,"$2,048,284.00",0,0,"Invoice #4358 for $2,529.74 paid 8/18/09 (KU); Invoice #4687 for $2,646.25 paid 6/14/10 (KU0",02,Mills Middle School (folsom Cordova Usd),67330-118,0,10439 Coloma Road,Mills Middle School (folsom Cordova Usd),Construction of 1-Bleachers (indoor) Alteration to 1-Gymnasium Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=110461
0,2100 Zinfandel Drive,,,,,107877,,2/14/2006,,Rancho Cordova,,,4/13/2009,,$0.00,"$17,925.00",,,,"$17,500.00",34-19,,,,,,02,67330-80,Class 3,Mitchell M.s. ( Folsom Cordova Usd ),Construction of one 30'x40' steel shade structure,School (K-12),,2/14/2006,,,,NA,,,95670,,,,,,107877,,34-19,,34,34-19,Folsom Cordova Unified School District,02  107877,,"$17,925.00",,,,02,Mitchell M.s. ( Folsom Cordova Usd ),67330-80,,2100 Zinfandel Drive,Mitchell M.s. ( Folsom Cordova Usd ),Construction of one 30'x40' steel shade structure,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=107877
0,2100 Zinfandel Dr,,,,,108505,,3/12/2007,,Rancho Cordova,"Invoice #4422 for $8,123.81 paid 10/5/09 (KU)",,10/22/2009,,"$515,916.00","$6,076,988.00",,,,"$5,000,000.00",34-19,,,,,,02,67330-54-1,Class 3,Mitchell M.s. (folsom-Cordova Unified Sd),"Alterations to 1-(2) MP/Clsrm Bldgs, Gymnasium Bldg, Admin Bldg, Library Bldg, (4) Clsrm Bldgs",School (K-12),,11/14/2006,,,,NA,,,95670,,,,,,108505,,34-19,,34,34-19,Folsom Cordova Unified School District,02  108505,,"$6,592,904.00",,,"Invoice #4422 for $8,123.81 paid 10/5/09 (KU)",02,Mitchell M.s. (folsom-Cordova Unified Sd),67330-54-1,,2100 Zinfandel Dr,Mitchell M.s. (folsom-Cordova Unified Sd),"Alterations to 1-(2) MP/Clsrm Bldgs, Gymnasium Bldg, Admin Bldg, Library Bldg, (4) Clsrm Bldgs",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108505
0,2100 Zinfandel Dr,,,,,107799,,,,Rancho Cordova,Project voided per architect's request letter on 1/23/06-DC,,1/23/2006,,$0.00,$0.00,,,,"$3,000,000.00",34-19,,,,,,02,67330-54,N/A,Mitchell Middle (folsom Cordova Unified Sd),,School (K-12),,12/23/2005,,,,NA,,,95670,,,,,,107799,,34-19,,34,34-19,Folsom Cordova Unified School District,02  107799,,$0.00,,,Project voided per architect's request letter on 1/23/06-DC,02,Mitchell Middle (folsom Cordova Unified Sd),67330-54,,2100 Zinfandel Dr,Mitchell Middle (folsom Cordova Unified Sd),,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=107799
0,2100 Zinfandel Drive,,,,,110277,,12/16/2008,,Rancho Cordova,"Invoice #4837 for $2,392.63 paid 12/13/10 (KU); Project shall not be close till completion of project 02-110566.",0,12/28/2010 2:08:49 PM,,"$134,518.00","$1,983,270.00",,,,"$1,701,350.00",34-19,,,,,,02,67330-114,Class 3,Mitchell Middle School (folsom Cordova Unified School District),"Alteration to 1-Parking Lot / Site Flatwork, 8-Exterior Finish Repairs",School (K-12),,9/19/2008,,,,NA,,,95670,,,,,,110277,,34-19,,34,34-19,Folsom Cordova Unified School District,02  110277,,"$2,117,788.00",0,0,"Invoice #4837 for $2,392.63 paid 12/13/10 (KU); Project shall not be close till completion of project 02-110566.",02,Mitchell Middle School (folsom Cordova Unified School District),67330-114,0,2100 Zinfandel Drive,Mitchell Middle School (folsom Cordova Unified School District),"Alteration to 1-Parking Lot / Site Flatwork, 8-Exterior Finish Repairs",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=110277
0,2100 Zinfandel Drive,,,,,118650,,11/16/2020,,Rancho Cordova,"Pmnt of $3910 rcvd 11/4/2020 DT. 
Approved as an SPOTC(cs).",0,,,$0.00,$0.00,,,,"$340,000.00",34-19,,,,,,02,67330-254,Class 3,Mitchell Middle School (folsom Cordova Unified School District),Alterations to 2-Multi-purpose Buildings (HVAC),School (K-12),,11/10/2020,,,,NA,,,95670,$0.00,$0.00,,,,118650,,34-19,,34,34-19,Folsom Cordova Unified School District,02  118650,,$0.00,0,0,"Pmnt of $3910 rcvd 11/4/2020 DT. 
Approved as an SPOTC(cs).",02,Mitchell Middle School (folsom Cordova Unified School District),67330-254,0,2100 Zinfandel Drive,Mitchell Middle School (folsom Cordova Unified School District),Alterations to 2-Multi-purpose Buildings (HVAC),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118650
0,2100 Zinfandel Drive,,,,,116433,,4/11/2018,,Rancho Cordova,"5/15/19 Invoice 8471 for $4,580.01 paid; check was received and deposited by DGS/Fiscal Services (AR)
**Landscape fee received 1/26/18; L02-500286 (AR)**
**Revised Registration #1 received 11/28/17 for Revised Intended Submittal date of 1/15/18 (AR)**",0,5/16/2019 4:46:39 PM,,"$89,240.90","$1,100,000.00",,,,"$1,000,000.00",34-19,,,,,,02,67330-206,Class 3 & RBIP,Mitchell Middle School (folsom Cordova Unified School District),"Alterations to 3-Classroom Buildings (Relocatable)(P2,Q10); Construction of 1-Science Classroom Building (Relocatable)(P1); Relocation of 9-Classroom Buildings (Relocatable)(Q1 thru Q9)",School (K-12),,1/26/2018,,,,NA,,,95670,$0.00,$0.00,,,,116433,,34-19,,34,34-19,Folsom Cordova Unified School District,02  116433,,"$1,189,240.90",0,0,"5/15/19 Invoice 8471 for $4,580.01 paid; check was received and deposited by DGS/Fiscal Services (AR)
**Landscape fee received 1/26/18; L02-500286 (AR)**
**Revised Registration #1 received 11/28/17 for Revised Intended Submittal date of 1/15/18 (AR)**",02,Mitchell Middle School (folsom Cordova Unified School District),67330-206,0,2100 Zinfandel Drive,Mitchell Middle School (folsom Cordova Unified School District),"Alterations to 3-Classroom Buildings (Relocatable)(P2,Q10); Construction of 1-Science Classroom Building (Relocatable)(P1); Relocation of 9-Classroom Buildings (Relocatable)(Q1 thru Q9)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=116433
0,2100 Zinfandel Dr.,,,,,120014,,6/28/2022,,Rancho Cordova,"3/15/22 $3,130.00 check received for fees -JB",0,5/23/2023 2:29:09 PM,,"$3,500.00","$237,046.30",,,,"$200,000.00",34-19,,,,,,02,67330-266,Class 4 & RBIP,Mitchell Middle School (folsom Cordova Usd),Construction of 1-Toilet Building (Relocatable),School (K-12),,3/15/2022,,,,NA,,,95670,$0.00,$0.00,,,,120014,,34-19,,34,34-19,Folsom Cordova Unified School District,02  120014,,"$240,546.30",0,0,"3/15/22 $3,130.00 check received for fees -JB",02,Mitchell Middle School (folsom Cordova Usd),67330-266,0,2100 Zinfandel Dr.,Mitchell Middle School (folsom Cordova Usd),Construction of 1-Toilet Building (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120014
0,500 Turn Pipe Drive,,,,,109824,,4/16/2008,,Folsom,Re-exam fee paid 6/15/09 (KU),,3/5/2009,,"$2,289.69","$249,535.00",,,,"$249,535.00",34-19,,,,,,02,67330-108,Class 4 & RBIP,Natoma Station E.s. (folsom Cordova U.s.d.),Construction of 1 - Relocatable 48'x40' C.R. Bldg.,School (K-12),,4/16/2008,,,,NA,,,95630,,,,,,109824,,34-19,,34,34-19,Folsom Cordova Unified School District,02  109824,,"$251,824.69",,,Re-exam fee paid 6/15/09 (KU),02,Natoma Station E.s. (folsom Cordova U.s.d.),67330-108,,500 Turn Pipe Drive,Natoma Station E.s. (folsom Cordova U.s.d.),Construction of 1 - Relocatable 48'x40' C.R. Bldg.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=109824
0,500 Turnpike Dr,,,,,105900,,3/25/2004,,Folsom,"**Re-Exam Fee for $500.00 paid on 5/27/15(ch)**
Record set will be in the red folder.",0,5/28/2015 7:03:00 AM,,$0.00,"$2,875.00",,,,"$3,000.00",34-19,,,,,,02,67330-42,Class 3,Natoma Station Elem (folsom Cordova Usd),Construction of Ball wall,School (K-12),,12/23/2003,,,,NA,,,95630,$0.00,$0.00,,,,105900,,34-19,,34,34-19,Folsom Cordova Unified School District,02  105900,,"$2,875.00",0,0,"**Re-Exam Fee for $500.00 paid on 5/27/15(ch)**
Record set will be in the red folder.",02,Natoma Station Elem (folsom Cordova Usd),67330-42,0,500 Turnpike Dr,Natoma Station Elem (folsom Cordova Usd),Construction of Ball wall,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=105900
0,500 Turnpike Dr,,,,,104068,,2/11/2002,,Folsom,project complete kpk 9-29-03  fees may be due,,3/17/2004,,$0.00,"$16,000.00",,,,"$21,000.00",34-19,,,,,67330-6,02,,N/A,Natoma Station Elementary School (folsom Cordoba Usd),Construction of CONSTRUCTION OF TWO SHADE STRUCTURES,School (K-12),,2/7/2002,,,,NA,,,95630,,,,,,104068,,34-19,,34,34-19,Folsom Cordova Unified School District,02  104068,,"$16,000.00",,,project complete kpk 9-29-03  fees may be due,02,Natoma Station Elementary School (folsom Cordoba Usd),,,500 Turnpike Dr,Natoma Station Elementary School (folsom Cordoba Usd),Construction of CONSTRUCTION OF TWO SHADE STRUCTURES,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=104068
0,500 Turn Pike Drive,,,,,119570,,2/28/2022,,Folsom,"12/17/21 $49,500.00 check received for fees -JB",0,4/3/2023 8:29:46 AM,,"$306,325.00","$5,157,000.00",,,,"$5,000,000.00",34-19,,,,,,02,67330-260,Class 3,Natoma Station Elementary School (folsom Cordova Unified School District),"Alterations to 4-Classroom Buildings (Relocatable) (J, P2, P3, P4), 1-Library Building (C), 1-Kindergarten Building (G), 1-Administration Building (A), 1-Multi-purpose Building (B), 3-Classroom Buildings (D, E, F); Relocation of 1-Classroom Building  (Relocatable)(P1)",School (K-12),,12/17/2021,,,,NA,,,95630,$0.00,$0.00,,,,119570,,34-19,12/17/2021,34,34-19,Folsom Cordova Unified School District,02  119570,,"$5,463,325.00",0,0,"12/17/21 $49,500.00 check received for fees -JB",02,Natoma Station Elementary School (folsom Cordova Unified School District),67330-260,0,500 Turn Pike Drive,Natoma Station Elementary School (folsom Cordova Unified School District),"Alterations to 4-Classroom Buildings (Relocatable) (J, P2, P3, P4), 1-Library Building (C), 1-Kindergarten Building (G), 1-Administration Building (A), 1-Multi-purpose Building (B), 3-Classroom Buildings (D, E, F); Relocation of 1-Classroom Building  (Relocatable)(P1)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=119570
0,500 Turnpike Drive,,,,,102511,,9/1/2000,,Folsom,$150.00 Reopen fee received on 1/06/2010. File ordered from archives on 02/11/2010 (AOM),,8/10/2010,,$0.00,"$51,095.56",,,,"$45,000.00",34-19,,,,,,02,00000-00G,N/A,Natomas Station Elementary School (folsom Cordova Usd),CONST. OF CLASSROOM BLDG (RELOCATABLE) 24X40 CR,School (K-12),,8/9/2000,,,,NA,,,95630,,,,,,102511,,34-19,,34,34-19,Folsom Cordova Unified School District,02  102511,,"$51,095.56",,,$150.00 Reopen fee received on 1/06/2010. File ordered from archives on 02/11/2010 (AOM),02,Natomas Station Elementary School (folsom Cordova Usd),00000-00G,,500 Turnpike Drive,Natomas Station Elementary School (folsom Cordova Usd),CONST. OF CLASSROOM BLDG (RELOCATABLE) 24X40 CR,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102511
0,Corner Of Bear Hollow & Queens Arbor,,,,,106771,,9/1/2006,,Rancho Cordova,Re-examination fee paid 3/13/09 (KU); Invoice #4183 for $656.23 paid 4/28/09 (KU),12,5/6/2009,,"$344,005.00","$13,932,443.00",,,Plans received on 3/11/05. lbEPR approved 4/4/05,"$11,000,000.00",34-19,,,,,,02,67330-15,Class 1,Navigator Elem (folsom Cordova Unified Sd),"Construction of Admin. Bldg, M.P. Bldg, 4 C.R. Bldg/s , Library Bldg and (one relocatable 36x40 c.r. bldg (ASI# 25))",School (K-12),,12/6/2004,,,,NA,,,,,,,,4/4/2005,106771,,34-19,,34,34-19,Folsom Cordova Unified School District,02  106771,Plans received on 3/11/05. lbEPR approved 4/4/05,"$14,276,448.00",,28.5,Re-examination fee paid 3/13/09 (KU); Invoice #4183 for $656.23 paid 4/28/09 (KU),02,Navigator Elem (folsom Cordova Unified Sd),67330-15,40119,Corner Of Bear Hollow & Queens Arbor,Navigator Elem (folsom Cordova Unified Sd),"Construction of Admin. Bldg, M.P. Bldg, 4 C.R. Bldg/s , Library Bldg and (one relocatable 36x40 c.r. bldg (ASI# 25))",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=106771
0,101 Prewett Drive,,,,,100395,,8/27/1998,,Folsom,"CONTRACT WITH 02-100397, 100395, 100464, 100409, 100463, 100461, 100410 AND 100406 APPLICATION NUMBERS; Re-exam fee paid 12/8/09 (KU)",,2/8/2010,,"$5,668.02","$76,305.00",,,,"$78,762.00",34-19,,,,,,02,N/A,N/A,Oak Chan Elementary,ALTS. TO TWO CLSRM. BLDGS. (RELOCATION),School (K-12),,5/13/1998,,,,NA,,,95630,,,,,,100395,,34-19,,34,34-19,Folsom Cordova Unified School District,02  100395,,"$81,973.02",,,"CONTRACT WITH 02-100397, 100395, 100464, 100409, 100463, 100461, 100410 AND 100406 APPLICATION NUMBERS; Re-exam fee paid 12/8/09 (KU)",02,Oak Chan Elementary,N/A,,101 Prewett Drive,Oak Chan Elementary,ALTS. TO TWO CLSRM. BLDGS. (RELOCATION),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100395
0,101 Prewett Dr.,,,,,115470,,3/16/2017,,Folsom,"2/20/19 Invoice 02-8331 for $39,002.60 paid; check was received and deposited by DGS/Fiscal services (AR)
Old L02-000131/New L02-501754 1/8/19amm  **Landscape Fee for $500.00 L02-000131 paid on 10/28/16(CH)**
11/4/2016 Issue Incomplete Notice IA/EE.
11/15/2016 Submittal is Complete for Intake Review IA/EE.",0,2/21/2019 3:49:53 PM,,"$525,046.00","$18,832,932.00",,,,"$18,500,000.00",34-19,,,,,,02,67330-194,Class 2 & RBIP,Oak Chan Elementary School (folsom Cordova Unified School District),"Additions to 1-Administration / Multi-purpose Building (Relocatable); Alterations to 1-Administration / Multi-purpose Building; Construction of 2-Classroom Buildings, 1-Library / Media Building, 1-Kindergarten Building; Relocation of 3-Toilet Buildings (Relocatable), 24-Classroom Buildings (Relocatable), 1-Student Care Building, 1-Administration Building (Relocatable)",School (K-12),,10/28/2016,,,,NA,,,95630,$0.00,$0.00,,,,115470,,34-19,11/15/2016,34,34-19,Folsom Cordova Unified School District,02  115470,,"$22,528,763.00",0,0,"2/20/19 Invoice 02-8331 for $39,002.60 paid; check was received and deposited by DGS/Fiscal services (AR)
Old L02-000131/New L02-501754 1/8/19amm  **Landscape Fee for $500.00 L02-000131 paid on 10/28/16(CH)**
11/4/2016 Issue Incomplete Notice IA/EE.
11/15/2016 Submittal is Complete for Intake Review IA/EE.",02,Oak Chan Elementary School (folsom Cordova Unified School District),67330-194,0,101 Prewett Dr.,Oak Chan Elementary School (folsom Cordova Unified School District),"Additions to 1-Administration / Multi-purpose Building (Relocatable); Alterations to 1-Administration / Multi-purpose Building; Construction of 2-Classroom Buildings, 1-Library / Media Building, 1-Kindergarten Building; Relocation of 3-Toilet Buildings (Relocatable), 24-Classroom Buildings (Relocatable), 1-Student Care Building, 1-Administration Building (Relocatable)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=115470
0,101 Prewitt Drive,,,,,111847,,3/24/2011,,Folsom,***Invoice #5463 for $358.00 paid on 06/22/2012 (aom)***,0,6/27/2012 11:51:46 AM,,$0.00,"$200,275.00",,,Mark Covington picked up plans on 3/24/11 (cs);,"$167,729.00",34-19,,,,,,02,67330-138,Class 4 & RBIP,Oak Chan Elementary School (folsom Cordova Unified School District),Construction of 1-Classroom Building  (Relocatable),School (K-12),,3/24/2011,,,,NA,,,95630,$0.00,$0.00,,,,111847,,34-19,,34,34-19,Folsom Cordova Unified School District,02  111847,Mark Covington picked up plans on 3/24/11 (cs);,"$200,275.00",0,0,***Invoice #5463 for $358.00 paid on 06/22/2012 (aom)***,02,Oak Chan Elementary School (folsom Cordova Unified School District),67330-138,0,101 Prewitt Drive,Oak Chan Elementary School (folsom Cordova Unified School District),Construction of 1-Classroom Building  (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111847
0,101 Prewett Drive,,,,,115960,,6/6/2017,,Folsom,,0,7/3/2018 11:41:59 AM,,$0.00,"$88,069.00",,,,"$80,000.00",34-19,,,,,,02,67330-200,Class 3,Oak Chan Elementary School (folsom Cordova Unified School District),Construction of 1-Shade Structure,School (K-12),,6/6/2017,,,,NA,,,95630,$0.00,$0.00,,,,115960,,34-19,,34,34-19,Folsom Cordova Unified School District,02  115960,,"$88,069.00",0,0,,02,Oak Chan Elementary School (folsom Cordova Unified School District),67330-200,0,101 Prewett Drive,Oak Chan Elementary School (folsom Cordova Unified School District),Construction of 1-Shade Structure,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=115960
0,101 Prewett Drive,,,,,117310,,12/18/2018,,Folsom,,0,1/30/2020 9:44:02 AM,,$0.00,"$36,260.00",,,,"$40,000.00",34-19,,,,,,02,67330-228,Class 3,Oak Chan Elementary School (folsom Cordova Unified School District),Construction of 1-Shade Structure,School (K-12),,12/18/2018,,,,NA,,,95630,$0.00,$0.00,,,,117310,,34-19,,34,34-19,Folsom Cordova Unified School District,02  117310,,"$36,260.00",0,0,,02,Oak Chan Elementary School (folsom Cordova Unified School District),67330-228,0,101 Prewett Drive,Oak Chan Elementary School (folsom Cordova Unified School District),Construction of 1-Shade Structure,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=117310
0,10434 George Town Drive,,,,,114407,,8/3/2015,,Rancho Cordova,All three sets of drawings have been returned to the client (07/01/2015) as an incomplete submittal due to FLS discovering after start of plan review that no F.A. System provided ....,0,11/9/2015 8:11:51 AM,,"($2,269.00)","$158,205.00",,,,"$141,000.00",34-19,,,,,,02,67330-182,Class 3,Peter J Shields (folsom Cordova Unified School District),Construction of 1-Classroom Building (Relocatable) Post-Construction Inspection,School (K-12),,6/8/2015,,,,NA,,,95670,$0.00,$0.00,,,,114407,,34-19,,34,34-19,Folsom Cordova Unified School District,02  114407,,"$155,936.00",0,0,All three sets of drawings have been returned to the client (07/01/2015) as an incomplete submittal due to FLS discovering after start of plan review that no F.A. System provided ....,02,Peter J Shields (folsom Cordova Unified School District),67330-182,0,10434 George Town Drive,Peter J Shields (folsom Cordova Unified School District),Construction of 1-Classroom Building (Relocatable) Post-Construction Inspection,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114407
0,10434 Georgetown Drive,,,,,101618,,12/22/1999,,Rancho Cordova,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT909 MORMAN STREET FOLSOM CA 95630  CLOSED #1,,4/6/2004,,"$139,183.00","$1,103,430.00",,,,"$1,002,278.00",34-19,,,,,,02,,Class 1,Peter J Shields Elementary School (folsom Cordova Unified School Dist),ALTS. TO ADMIN/LIBRARY BLDG. AND SIX CLSRM. BLDGS.,School (K-12),,9/28/1999,,,,NA,,,95670,,,,,,101618,,34-19,,34,34-19,Folsom Cordova Unified School District,02  101618,,"$1,242,613.00",,,FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT909 MORMAN STREET FOLSOM CA 95630  CLOSED #1,02,Peter J Shields Elementary School (folsom Cordova Unified School Dist),,,10434 Georgetown Drive,Peter J Shields Elementary School (folsom Cordova Unified School Dist),ALTS. TO ADMIN/LIBRARY BLDG. AND SIX CLSRM. BLDGS.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101618
0,10434 Georgetown Dr.,,,,,114344,,5/13/2015,,Rancho Cordova,,0,11/2/2015 8:01:53 AM,,"$44,356.00",$0.00,,,,"$20,000.00",34-19,,,,,,02,67330-173,Class 3,Peter J. Shields Elementary School ( Folsom Cordova Unified School District),Construction of 1-Shade Structure,School (K-12),,5/13/2015,,,,NA,,,95670,$0.00,$0.00,,,,114344,,34-19,,34,34-19,Folsom Cordova Unified School District,02  114344,,"$44,356.00",0,0,,02,Peter J. Shields Elementary School ( Folsom Cordova Unified School District),67330-173,0,10434 Georgetown Dr.,Peter J. Shields Elementary School ( Folsom Cordova Unified School District),Construction of 1-Shade Structure,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114344
